pattern,row,xPosition,yPosition,zPosition,zRotation,label,target
10417,10417,0.49009171437501514,0.662295626895347,,274.8374,dolphin,0
10418,10418,0.23109290698855633,0.7770620925451923,,204.9545,buoy2,0
10419,10419,0.8269069334992054,0.6627229723743523,,150.0649,boat2,0
10420,10420,0.592821721094403,0.6180420415278496,,186.3982,dolphin,0
10421,10421,0.4703046020145798,0.6365924621261925,,8.566,boat2,0
10422,10422,0.41050560581760065,0.6750746079924249,,212.9731,orca,0
10423,10423,0.5445170883561055,0.6197971896339625,,216.4901,wubby,0
10424,10424,0.4450277794803938,0.6177086191334924,,266.6572,dolphin,0
10425,10425,0.2824908830113674,0.7660137103576476,,73.0306,boat1,0
10426,10426,0.5264223754024987,0.6556195760065927,,190.9171,orca,0
10427,10427,0.5373464443853828,0.5931688410728679,,168.92,dolphin,0
10428,10428,0.505803139114251,0.632336314385223,,293.0931,buoy1,0
10429,10429,0.5404597493655722,0.6312215970118318,,117.603,boat1,0
10430,10430,0.44357475098488053,0.6082351135818171,,10.9927,buoy1,0
10431,10431,0.3842648605849039,0.7101682292726184,,243.6515,dolphin,0
10432,10432,0.7189967663218918,0.6159188598781846,,332.892,buoy2,0
10433,10433,0.4323616366507378,0.6933174942942566,,111.248,boat1,0
10434,10434,0.7464747804089837,0.6322640888542154,,135.7947,shark,0
10435,10435,0.7316836555082344,0.6232203064827982,,255.3228,boat2,0
10436,10436,0.5799462855730267,0.6646534900509496,,346.6399,shark,0
10437,10437,0.556718956232105,0.7094320712570159,,110.9469,dolphin,0
10438,10438,0.6971623891875746,0.5933090543992849,,155.5159,boat2,0
10439,10439,0.6948806925764333,0.6536976822662907,,18.5404,buoy2,0
10440,10440,0.4615204704012908,0.6384322622011747,,322.9291,buoy1,0
10441,10441,0.451168809336901,0.623215790189388,,293.8753,boat1,0
10442,10442,0.6410447140003842,0.6189916989990223,,54.5148,buoy1,0
10443,10443,0.38295066297797836,0.6557468068668071,,45.4976,whale,1
10444,10444,0.9395104064997757,0.7428459245521157,,262.3112,boat2,0
10445,10445,0.5184930991252046,0.61585738254046,,320.9016,boat2,0
10446,10446,0.599704584808918,0.5941000023619628,,187.5116,buoy1,0
10447,10447,0.5722835379759517,0.6715704742568451,,181.3462,shark,0
10448,10448,0.518773586089519,0.6226989273478521,,342.0539,orca,0
10449,10449,0.5675093923171455,0.5968816250709783,,83.2803,dolphin,0
10450,10450,0.6328190062553918,0.6470382696145301,,255.0271,buoy1,0
10451,10451,0.43315033614006593,0.6238791794547952,,292.4622,boat1,0
10452,10452,0.736922004392185,0.650471337364356,,293.4122,boat1,0
10453,10453,0.4516763741194463,0.7804727821509982,,106.6382,dolphin,0
10454,10454,0.4178631391697124,0.7778128555688666,,217.6186,orca,0
10455,10455,0.8987301224299118,0.7813475048124433,,244.8138,shark,0
10456,10456,0.5791963623179673,0.6543488609828754,,218.8776,buoy2,0
10457,10457,0.41998757249249796,0.5930450615165043,,337.3313,shark,0
10458,10458,0.43730569065965386,0.6233505891502488,,169.7054,boat1,0
10459,10459,0.7023458010285968,0.5937378322672201,,117.5408,wubby,0
10460,10460,0.974596068329761,0.8159916121833513,,293.0099,shark,0
10461,10461,0.6026571215521391,0.6894881846528228,,265.3656,buoy1,0
10462,10462,0.6234287999901353,0.5922338611975129,,262.3946,buoy2,0
10463,10463,0.28492075599773425,0.8689940490380575,,77.8643,boat1,0
10464,10464,0.2750423041834492,0.7455099141378111,,274.1152,whale,1
10465,10465,0.4386628992893688,0.6091896022255087,,3.5074,wubby,0
10466,10466,0.6406167580678382,0.6016431148231062,,229.0232,shark,0
10467,10467,0.47841425969173185,0.6271456882680171,,209.0731,boat1,0
10468,10468,0.4237521498838692,0.6407714904285323,,41.5175,wubby,0
10469,10469,0.4840656754870395,0.5927453157797957,,54.2028,boat2,0
10470,10470,0.4216964812170589,0.6106608639060354,,150.9178,orca,0
10471,10471,0.41837088803525724,0.6150846818919482,,83.1552,buoy2,0
10472,10472,0.5695188401736938,0.610289845990519,,174.636,boat1,0
10473,10473,0.46260507320666705,0.5981870687692947,,272.45,dolphin,0
10474,10474,0.43813188755395605,0.5911886336671094,,44.9667,dolphin,0
10475,10475,0.629023395534841,0.589925362278418,,338.6204,boat2,0
10476,10476,0.6711229463031639,0.594584888559552,,108.625,boat2,0
10477,10477,0.3775041675610838,0.6970713485008472,,226.8182,dolphin,0
10478,10478,0.9369335704963304,0.8197089631328084,,23.8406,buoy1,0
10479,10479,0.5421297468825247,0.6028033870126536,,233.6436,boat2,0
10480,10480,0.8128102474805892,0.7395560123257494,,236.3102,dolphin,0
10481,10481,0.9706616106633489,0.8421453174029586,,132.6704,dolphin,0
10482,10482,0.6459027279437928,0.6075574671674474,,350.8625,shark,0
10483,10483,0.6971302301605349,0.6369970804445094,,202.538,orca,0
10484,10484,0.7502818093631263,0.6821383055886737,,137.4918,boat1,0
10485,10485,0.6720152604706999,0.631135602899919,,61.2877,whale,1
10486,10486,0.5209237587858591,0.5998261962884907,,235.2161,buoy1,0
10487,10487,0.7646595865634236,0.6222332005516082,,301.7066,wubby,0
10488,10488,0.3486256189077737,0.6598213761561345,,120.0927,orca,0
10489,10489,0.6983391391402687,0.6361274579210182,,192.3208,boat2,0
10490,10490,0.9410862674084353,0.7381851196086203,,355.9962,orca,0
10491,10491,0.4410810643531553,0.7143317863344982,,249.6992,whale,1
10492,10492,0.2821118638344331,0.7273492665088881,,139.9248,boat2,0
10493,10493,0.9130182704437598,0.7054092184643902,,62.1632,orca,0
10494,10494,0.5372927334470364,0.5927620882862962,,330.9074,dolphin,0
10495,10495,0.41307827982482653,0.622337372803626,,167.5094,shark,0
10496,10496,0.5035325935571839,0.6020704614420057,,51.0682,shark,0
10497,10497,0.7350329927380965,0.6670654339639625,,343.0866,whale,1
10498,10498,0.5445752767853075,0.7452053274430915,,256.3851,wubby,0
10499,10499,0.5951670678963927,0.6107763920158759,,241.4078,shark,0
10500,10500,0.5570906691264133,0.5982730961803672,,68.5198,boat2,0
10501,10501,0.764112997480012,0.6755014064033071,,144.2838,buoy2,0
10502,10502,0.7859672362859709,0.7399010460754112,,17.564,shark,0
10503,10503,0.6194112312667757,0.5889212117047719,,15.6229,boat1,0
10504,10504,0.6876347325837041,0.5915494634196254,,52.3173,buoy1,0
10505,10505,0.7063125831049932,0.7518424824686711,,93.8577,orca,0
10506,10506,0.6933987449432488,0.5937936704456888,,329.0112,wubby,0
10507,10507,0.8446664717610852,0.658838935382323,,133.2708,shark,0
10508,10508,0.4610162349864597,0.7197086711185607,,168.3621,boat2,0
10509,10509,0.7143306655547577,0.7630846348422569,,113.9771,whale,1
10510,10510,0.3466977406324868,0.705230644009908,,70.674,shark,0
10511,10511,0.40199010986091155,0.6363600545501289,,340.6986,shark,0
10512,10512,0.9171179985709983,0.8001209626011002,,327.8077,buoy2,0
10513,10513,0.43648234401761704,0.6282371636933541,,149.7105,orca,0
10514,10514,0.3430732619490964,0.848067955944691,,19.8257,boat2,0
10515,10515,0.42865311836527514,0.6524790364353735,,53.7678,orca,0
10516,10516,0.644738214542483,0.6818633995383825,,237.404,shark,0
10517,10517,0.5666124843352738,0.5926846541846155,,149.521,buoy1,0
10518,10518,0.5684212518826077,0.6906883835573449,,110.2867,dolphin,0
10519,10519,0.8073063983379651,0.6580457144124904,,346.6515,shark,0
10520,10520,0.4852827680744195,0.619866675608697,,138.6502,dolphin,0
10521,10521,0.590284853118376,0.6689404060263645,,118.2167,wubby,0
10522,10522,0.4985327469365,0.7632191996723094,,145.0868,dolphin,0
10523,10523,0.6247216133613984,0.7892847370543083,,201.0754,buoy2,0
10524,10524,0.30986994977732985,0.6900422054884603,,33.8304,wubby,0
10525,10525,0.663520975158941,0.6025397494402316,,343.6524,orca,0
10526,10526,0.7489649212697465,0.6242208651229193,,346.7652,buoy2,0
10527,10527,0.42517272536050915,0.727117234475251,,107.8839,buoy1,0
10528,10528,0.5408347140710468,0.5900467312488655,,329.6554,wubby,0
10529,10529,0.3674474879335317,0.6560073925009414,,292.6586,boat2,0
10530,10530,0.6534384441195891,0.6015203770440334,,308.3703,wubby,0
10531,10531,0.5700777958074685,0.6372160518609365,,315.6151,boat2,0
10532,10532,1.1474416155485214,0.8523777769507377,,328.0016,wubby,0
10533,10533,1.073495752455266,0.8732142543068269,,150.5262,whale,1
10534,10534,0.43802091544876076,0.6060994266805023,,108.7913,boat1,0
10535,10535,0.5025986907717035,0.654006889727049,,181.7088,buoy2,0
10536,10536,0.3400610054640528,0.6953196503528459,,28.5986,shark,0
10537,10537,0.42122840994557986,0.5990836017403285,,48.988,boat2,0
10538,10538,0.7056991901939732,0.6204673333623768,,59.1818,shark,0
10539,10539,0.4936042604083921,0.6966642926887945,,289.4921,orca,0
10540,10540,0.44668668492820146,0.6219504639735488,,314.6236,dolphin,0
10541,10541,0.7109401446932392,0.7039964128392971,,42.1412,whale,1
10542,10542,0.7987904599480204,0.7419359077437134,,149.8783,orca,0
10543,10543,0.5594509941051615,0.6720781526918151,,267.3841,orca,0
10544,10544,0.7442420954286909,0.6374835817318207,,13.8473,orca,0
10545,10545,0.6730037386192632,0.5939866233983881,,41.2639,buoy1,0
10546,10546,0.4384313367625929,0.6098282089786565,,112.1062,shark,0
10547,10547,0.504441878088852,0.7564611259272288,,81.0533,boat1,0
10548,10548,0.7284296632899938,0.8780218888857865,,161.182,buoy1,0
10549,10549,0.993057469859816,0.7688280684225755,,217.4709,boat1,0
10550,10550,0.4014555026340005,0.594717617109874,,234.5467,boat2,0
10551,10551,0.7383320833309569,0.618503275037912,,107.1827,shark,0
10552,10552,0.492848253979084,0.7773636535895097,,298.4661,buoy2,0
10553,10553,0.5068293560859204,0.5914697303188895,,126.1682,buoy2,0
10554,10554,0.7112213357033734,0.7736881362214478,,273.4981,boat2,0
10555,10555,0.5092934118698329,0.6452863896769316,,2.0492,buoy1,0
10556,10556,0.6088374607374792,0.673971510785226,,268.6051,orca,0
10557,10557,0.5051051783157289,0.6495009771891919,,276.1652,whale,1
10558,10558,0.3372216898323891,0.8195725752254017,,170.8858,wubby,0
10559,10559,0.5735401060198863,0.6825782436560793,,8.6472,boat1,0
10560,10560,0.44915458904314726,0.703658614615127,,155.2376,dolphin,0
10561,10561,0.8175933834170768,0.7105643302666964,,183.6375,wubby,0
10562,10562,0.6886213163217406,0.5923878899056959,,144.6682,boat1,0
10563,10563,0.6677195743716078,0.8446865803834176,,287.1042,wubby,0
10564,10564,0.45318130864690975,0.5955615393649318,,306.0698,wubby,0
10565,10565,0.705619868188679,0.6721093728743137,,301.0465,buoy1,0
10566,10566,0.4952433811859905,0.619679576585345,,46.9731,dolphin,0
10567,10567,0.5038475973264966,0.5919504661469889,,315.7642,boat2,0
10568,10568,0.3638818411533765,0.7911058815654168,,208.9739,dolphin,0
10569,10569,0.738518113262478,0.6169207893417951,,17.4334,buoy2,0
10570,10570,0.4501217403454275,0.6615339272726016,,46.8845,shark,0
10571,10571,0.8779132319012517,0.7787027094095309,,6.0173,dolphin,0
10572,10572,0.7577209361136035,0.6453925664653954,,131.1236,whale,1
10573,10573,0.3894374500579892,0.6511535673038076,,309.1723,buoy2,0
10574,10574,0.4111857497720728,0.597918051973494,,169.6733,wubby,0
10575,10575,0.730012014741665,0.6199655816644577,,235.9326,wubby,0
10576,10576,0.8825978741415236,0.6989432479155099,,17.2167,boat1,0
10577,10577,0.7214706956457345,0.6203493938233411,,17.6442,boat2,0
10578,10578,0.4106180191134256,0.62184129765432,,259.3541,shark,0
10579,10579,0.6754750411825435,0.596272471012139,,114.4199,orca,0
10580,10580,0.459434640045976,0.5974819041396964,,107.8353,boat1,0
10581,10581,0.6907549473801955,0.6811010929990413,,231.5104,whale,1
10582,10582,0.44571482617127045,0.6583104709950343,,13.3058,buoy1,0
10583,10583,0.41890486100451213,0.6044042098140198,,87.6801,buoy2,0
10584,10584,0.5414051815318944,0.5942406389791655,,20.6523,shark,0
10585,10585,0.41727149897945226,0.5987833623496347,,337.8632,whale,1
10586,10586,0.4302839351555863,0.6439763895207445,,339.5415,dolphin,0
10587,10587,0.4263988236456861,0.6302093544591199,,161.3875,boat2,0
10588,10588,0.45594728303166604,0.594112975770721,,318.3136,buoy2,0
10589,10589,0.8891424351044124,0.746405825918836,,19.3498,boat2,0
10590,10590,0.7331335701195854,0.6706191425968446,,202.0758,buoy2,0
10591,10591,0.9099437187522924,0.7055109025083888,,266.0607,shark,0
10592,10592,0.6166783806827629,0.6019427753618329,,185.6813,boat1,0
10593,10593,0.26587028670548385,0.8098049655524326,,114.0929,orca,0
10594,10594,0.3587491808149439,0.6978985075685159,,39.27,whale,1
10595,10595,0.6926137376691155,0.6346781894088139,,232.532,boat1,0
10596,10596,0.36920797836995667,0.6253376342965313,,116.0824,orca,0
10597,10597,0.765361108464818,0.6621354902808065,,191.1747,boat1,0
10598,10598,0.5092729130905396,0.7058696660503119,,165.9426,wubby,0
10599,10599,0.783987163919873,0.6605671887629989,,102.7228,dolphin,0
10600,10600,0.3298627286535427,0.6687017112485325,,59.8832,buoy1,0
10601,10601,0.42380668741546973,0.7894967941144768,,127.751,boat1,0
10602,10602,0.8924407983053062,0.7661828760026124,,54.3734,buoy2,0
10603,10603,0.4523241623659137,0.6265831273125119,,245.0095,buoy1,0
10604,10604,0.6450293488114434,0.6204716989261063,,331.5558,dolphin,0
10605,10605,0.4226392007043196,0.6010055810625013,,58.978,dolphin,0
10606,10606,0.7328252158029314,0.6439463200958101,,312.109,dolphin,0
10607,10607,0.5652317960450557,0.6894076699608709,,234.8378,wubby,0
10608,10608,0.4869474145628226,0.7445037896079117,,220.6225,boat2,0
10609,10609,1.0434100799910007,0.8286781403630266,,356.6384,boat1,0
10610,10610,0.5926363960719614,0.7185724625865607,,118.8259,orca,0
10611,10611,0.3644482062406804,0.6725017269112357,,358.4166,shark,0
10612,10612,0.4068953331321851,0.6326977280259949,,99.7197,boat1,0
10613,10613,0.7805804388096477,0.6324134415554442,,265.1768,wubby,0
10614,10614,0.5997260794426738,0.6068165576597846,,23.1678,buoy1,0
10615,10615,0.4814728993357448,0.6293696493868534,,162.091,boat1,0
10616,10616,0.258008549077804,0.7794613841869336,,267.8655,boat2,0
10617,10617,0.526922500320154,0.6224530982162688,,184.4866,dolphin,0
10618,10618,0.3505018030867873,0.8082815257352658,,351.0183,whale,1
10619,10619,0.5364401215888325,0.672792078915158,,105.8611,orca,0
10620,10620,0.5433939882400204,0.6957945047195077,,266.6341,orca,0
10621,10621,0.45098121908216127,0.6106363078368511,,73.2888,orca,0
10622,10622,0.5324005579545177,0.812477610905262,,265.7671,shark,0
10623,10623,0.4904870014125011,0.6089945290080748,,344.8382,wubby,0
10624,10624,0.34563853496984753,0.7125810368107697,,231.9366,buoy1,0
10625,10625,0.6635588704224465,0.7164864461040485,,128.558,shark,0
10626,10626,0.3256876664852054,0.8670897941340769,,121.8267,wubby,0
10627,10627,0.33716774406883165,0.7654547345142126,,46.2769,orca,0
10628,10628,0.4114171696657617,0.7255854432956609,,136.68,whale,1
10629,10629,0.2738779093549036,0.7234922537216526,,37.9381,wubby,0
10630,10630,0.6632412115064009,0.5955897101073946,,218.4441,boat2,0
10631,10631,0.6818109952250546,0.6990091595835339,,350.2903,buoy2,0
10632,10632,0.22850176273319545,0.788940778229371,,176.4298,buoy2,0
10633,10633,0.4164256809104353,0.6064185203398689,,225.6905,boat1,0
10634,10634,0.6917850050253112,0.619065214117734,,211.686,boat2,0
10635,10635,0.6505033127962923,0.6261994838161399,,176.2934,shark,0
10636,10636,0.36627800726985016,0.6786863935886189,,129.7429,buoy1,0
10637,10637,0.4366906641531145,0.6163293523112584,,336.3491,shark,0
10638,10638,0.8365992095859964,0.7154170113895157,,69.1863,buoy1,0
10639,10639,0.7762411175346103,0.6891498411742296,,77.5506,dolphin,0
10640,10640,0.4289314527923338,0.6750292264787686,,173.1678,boat2,0
10641,10641,0.7913359592687621,0.7224099860873195,,79.4529,boat2,0
10642,10642,0.6942828200576545,0.617879513435585,,225.6099,shark,0
10643,10643,0.7234027589935776,0.6112139670616209,,3.9018,whale,1
10644,10644,0.3812849860379943,0.8694020641569503,,124.5872,whale,1
10645,10645,0.6607110687827735,0.6753976581676557,,272.8134,buoy1,0
10646,10646,0.3030548799472693,0.7128781548598546,,200.66,buoy2,0
10647,10647,0.5627516352861155,0.5938948314119293,,216.9043,wubby,0
10648,10648,0.5562386620166058,0.6083991915035778,,185.9636,buoy2,0
10649,10649,0.5863160378228933,0.6693616925408548,,124.3977,buoy2,0
10650,10650,0.37969295252240587,0.6168450240386455,,48.9254,whale,1
10651,10651,0.4050969588372788,0.6153381842242195,,166.7842,whale,1
10652,10652,0.6014499219542824,0.6293469536577126,,149.8487,boat1,0
10653,10653,0.6890825929829615,0.5913375236337081,,278.6773,buoy1,0
10654,10654,0.6522923759401517,0.6065634067522955,,20.0085,boat2,0
10655,10655,0.7883337192209489,0.6373388865651988,,116.1471,boat1,0
10656,10656,0.41662182248006724,0.7910986875985158,,93.5558,boat2,0
10657,10657,0.5064374566079716,0.5971807666229533,,271.3845,orca,0
10658,10658,0.8526033687492092,0.7062126562568491,,111.5463,boat2,0
10659,10659,0.3755740538542335,0.6507679985938906,,199.6386,buoy2,0
10660,10660,0.6353028689317652,0.6823515519413933,,69.2754,buoy1,0
10661,10661,0.6219650485810518,0.6090349127533747,,155.0853,buoy1,0
10662,10662,0.5571612435067119,0.6044906791617375,,325.5166,whale,1
10663,10663,0.6108082267963113,0.604465323321863,,67.1849,boat1,0
10664,10664,0.4617757238975613,0.5979530294669535,,145.1857,orca,0
10665,10665,0.36564662605147374,0.7960706453406228,,301.3394,buoy2,0
10666,10666,0.7050626750196498,0.6190170413950646,,344.9171,orca,0
10667,10667,0.3602023025379556,0.6434807405783675,,257.0486,orca,0
10668,10668,0.44447009649776176,0.6809905440408317,,210.931,shark,0
10669,10669,0.6894160617459681,0.629613517600396,,223.0753,dolphin,0
10670,10670,0.5705829659994005,0.6764644925342025,,66.4557,buoy1,0
10671,10671,0.6438299886152685,0.7267673145350226,,5.8085,boat1,0
10672,10672,0.7850212337103923,0.7045116396987711,,188.7829,buoy1,0
10673,10673,0.7995663210555596,0.7878268501148195,,175.9764,boat1,0
10674,10674,0.8501299647972389,0.7551426295535539,,146.2747,whale,1
10675,10675,0.7047247991429704,0.6852105194120166,,202.2481,boat2,0
10676,10676,0.5380524170607506,0.6287714786086853,,9.4712,buoy2,0
10677,10677,0.33028944114846653,0.7530884425878394,,39.8364,orca,0
10678,10678,0.48918342131153414,0.8162084180273459,,6.8149,shark,0
10679,10679,0.26350223091042035,0.8720627589671657,,334.3998,boat1,0
10680,10680,0.6310127755599841,0.6072645054982126,,196.576,wubby,0
10681,10681,0.635885870226214,0.6173091154091325,,97.0575,whale,1
10682,10682,0.24903193421933262,0.7729638048680088,,151.1702,boat1,0
10683,10683,0.6999208082402952,0.6130380102689735,,232.0178,wubby,0
10684,10684,0.7608801131580472,0.7486668698467198,,70.4184,boat1,0
10685,10685,1.0735560275482032,0.7731852235744074,,42.8055,dolphin,0
10686,10686,0.45843420255366174,0.6174155790947593,,210.7135,boat2,0
10687,10687,0.4166120122405209,0.7581280664929113,,250.3368,boat2,0
10688,10688,0.8046772885813149,0.8204164305727543,,70.2754,orca,0
10689,10689,0.5619023047026563,0.763958140971882,,281.3986,orca,0
10690,10690,0.7494193288841665,0.863861491195288,,73.3671,buoy2,0
10691,10691,0.5454608971769335,0.73488251889955,,75.3796,buoy2,0
10692,10692,0.4349298096219777,0.8092365127842165,,340.2343,boat2,0
10693,10693,0.8878183355085523,0.839203212310137,,47.2593,wubby,0
10694,10694,0.7420450367583126,0.6891991684751039,,348.4798,boat1,0
10695,10695,0.47851643333703975,0.641146729638721,,257.0047,dolphin,0
10696,10696,0.3365314845977646,0.6659259619936371,,329.8055,shark,0
10697,10697,0.6026991693490551,0.5890053488318685,,346.7081,buoy2,0
10698,10698,0.552620305624172,0.6556236960446412,,241.403,boat1,0
10699,10699,0.5139704974041188,0.7543693246049854,,10.8228,wubby,0
10700,10700,0.4237755992361827,0.6068883067361606,,349.0811,buoy2,0
10701,10701,0.46537448616019156,0.6106643552636626,,10.7032,wubby,0
10702,10702,0.28862374693025855,0.7959419670005021,,333.8555,whale,1
10703,10703,0.5964425186024029,0.6494187532517187,,219.3266,boat1,0
10704,10704,0.30029981288600244,0.6939775238881383,,140.7146,dolphin,0
10705,10705,0.4399146670671579,0.6628064968823171,,337.1519,buoy1,0
10706,10706,0.5103480745682552,0.6576116602385959,,141.6003,whale,1
10707,10707,0.40795017011454665,0.598401486642845,,51.4045,buoy2,0
10708,10708,0.733969940643661,0.6143814618205926,,237.5361,buoy1,0
10709,10709,0.9243929668351989,0.8644159940055791,,197.6877,whale,1
10710,10710,0.8454568737570366,0.8529626678627271,,199.7481,buoy2,0
10711,10711,0.6411299319917205,0.7140458348174948,,258.4565,orca,0
10712,10712,0.5390394502696049,0.628217500907968,,337.1301,buoy1,0
10713,10713,0.6048593444397624,0.5940026074718118,,133.7987,buoy1,0
10714,10714,0.4755524849574055,0.6813168276528849,,292.1526,shark,0
10715,10715,0.36539859348544074,0.6549072867490126,,18.386,dolphin,0
10716,10716,0.3185673727737105,0.7874767623434857,,33.5383,boat2,0
10717,10717,0.6220840684708109,0.6134935811649433,,153.065,buoy2,0
10718,10718,0.5083612085516125,0.6127748188071549,,208.574,boat2,0
10719,10719,0.6474506438091969,0.6064529001958942,,292.2671,buoy2,0
10720,10720,0.4908901395354839,0.592805855323905,,40.7199,wubby,0
10721,10721,0.3774460914124566,0.8298012659578502,,36.9468,wubby,0
10722,10722,0.48991155646446377,0.6047274019197332,,72.1809,buoy1,0
10723,10723,0.604552148489048,0.6501250387610125,,286.0838,dolphin,0
10724,10724,0.6024315179802255,0.6985414860340489,,75.2159,buoy2,0
10725,10725,0.2135189007316513,0.8325042485916191,,288.137,wubby,0
10726,10726,0.5547787043998474,0.605956886516793,,180.0087,buoy2,0
10727,10727,0.5099953712669274,0.59612026198989,,187.0243,boat1,0
10728,10728,0.43091776636289886,0.6071228851709796,,93.5518,dolphin,0
10729,10729,0.6314319886843061,0.601319639399456,,353.2082,buoy2,0
10730,10730,0.4174883905583701,0.6785129151309126,,117.0825,boat1,0
10731,10731,0.675122702762876,0.733895496896158,,336.8447,whale,1
10732,10732,0.4397190204408134,0.6695974530155142,,310.0558,wubby,0
10733,10733,0.8265916829050755,0.706641031460222,,90.0816,boat1,0
10734,10734,1.1504923594831666,0.8563603321526774,,312.8542,boat2,0
10735,10735,0.6560945407792642,0.6938313237026803,,112.7972,buoy2,0
10736,10736,0.57611354984556,0.7126946495153533,,37.1458,buoy1,0
10737,10737,0.7335280168074483,0.7286201899510624,,244.9676,orca,0
10738,10738,0.5211868282412905,0.6774707605790597,,21.7516,buoy1,0
10739,10739,0.7691207660843111,0.6375478544099613,,333.4706,boat1,0
10740,10740,0.4307112102092816,0.7705276073397747,,34.3234,buoy2,0
10741,10741,0.9739507066829116,0.7331657720488014,,22.0161,shark,0
10742,10742,0.5549572325211417,0.6459833660937762,,52.1298,boat1,0
10743,10743,0.5979698740624372,0.6627698375476,,227.1318,wubby,0
10744,10744,0.6549078234236168,0.611331424056457,,293.7434,orca,0
10745,10745,0.4173641235000756,0.6917000100656497,,87.8879,wubby,0
10746,10746,0.6881593230030336,0.6040870798800452,,55.1019,dolphin,0
10747,10747,0.5247134395472359,0.5949712243663969,,242.3936,whale,1
10748,10748,0.4077692177022391,0.6081838574345706,,324.8593,buoy2,0
10749,10749,0.6575753165160481,0.6813742692734996,,105.6249,dolphin,0
10750,10750,0.4912673195684325,0.6130286583511306,,174.9182,boat2,0
10751,10751,0.8175355907299409,0.8435067002385632,,131.7244,shark,0
10752,10752,0.6540681327405198,0.625793899336543,,191.3371,boat1,0
10753,10753,1.0415137356838917,0.7784366011427202,,73.4566,buoy1,0
10754,10754,0.2167435323338502,0.8269694127027354,,68.4605,boat2,0
10755,10755,0.8586244578581642,0.8227597358991883,,202.8108,orca,0
10756,10756,0.654004043625327,0.8512071949485673,,159.8252,dolphin,0
10757,10757,0.6888618938161435,0.5918181125743737,,152.747,dolphin,0
10758,10758,0.39289612320791484,0.6395308351363272,,92.6808,buoy2,0
10759,10759,0.6688133425121301,0.6090883906681811,,248.5153,buoy2,0
10760,10760,0.4552094509613003,0.6294309978926553,,90.991,buoy2,0
10761,10761,0.4741640823057422,0.6109052988146931,,305.1417,boat2,0
10762,10762,0.38005647648778307,0.6856875546922032,,78.4331,whale,1
10763,10763,0.5231377398326671,0.6003794030193954,,351.9076,wubby,0
10764,10764,0.7247127372184262,0.6450617836127042,,318.1286,buoy1,0
10765,10765,0.23197902875044135,0.77666915659491,,346.2382,dolphin,0
10766,10766,0.6606449301722721,0.6036075913533052,,146.6445,shark,0
10767,10767,0.5259785451522497,0.6191501690004828,,217.6802,buoy2,0
10768,10768,0.8494245207997075,0.6687688562764078,,329.0775,buoy1,0
10769,10769,0.7262723327136646,0.6130871909417914,,300.299,shark,0
10770,10770,0.8365145878525004,0.6601483252046759,,156.4865,whale,1
10771,10771,0.3632910548855448,0.8221095363947661,,6.4968,boat1,0
10772,10772,0.6661424872358213,0.63013357854869,,175.3149,boat1,0
10773,10773,0.4624075989442117,0.6920432939455975,,119.3902,boat2,0
10774,10774,0.6261436199724073,0.6621865979721776,,89.965,boat2,0
10775,10775,0.43681804946132496,0.6299739792698635,,189.7263,wubby,0
10776,10776,0.5763857090645854,0.6868273442251036,,179.5488,dolphin,0
10777,10777,0.6437433985805789,0.7566759695636389,,282.3652,wubby,0
10778,10778,0.5246490755776267,0.5892574800552544,,271.9025,boat2,0
10779,10779,0.9619233203831863,0.7816212234947513,,233.8886,orca,0
10780,10780,0.6531860578961878,0.6813614170408502,,247.5799,shark,0
10781,10781,0.6397888868777624,0.8391044477718073,,148.7568,dolphin,0
10782,10782,0.478429125116911,0.5942935325824367,,130.4084,orca,0
10783,10783,0.5567226005023203,0.6709267261916052,,93.5356,buoy2,0
10784,10784,0.41927901998319567,0.589421126819201,,30.279,wubby,0
10785,10785,0.4491016431239043,0.6365227121557877,,245.6079,dolphin,0
10786,10786,0.4616790722811134,0.6333918237167195,,136.9168,buoy2,0
10787,10787,0.2773339217951275,0.7354659092214786,,280.759,dolphin,0
10788,10788,0.46386999298207027,0.7229260020816108,,282.3912,shark,0
10789,10789,0.569349324423212,0.646597049239301,,143.2918,whale,1
10790,10790,0.3875126995655253,0.7212162466601835,,38.5525,buoy1,0
10791,10791,0.693698074869898,0.5931931192397795,,0.9384,shark,0
10792,10792,0.4951268682206913,0.6990598702183657,,253.2351,wubby,0
10793,10793,0.5332335527988572,0.5919886198415748,,358.7759,boat1,0
10794,10794,0.6324611479726637,0.6033609919344318,,332.7692,boat2,0
10795,10795,0.6919439508780582,0.6770958416380042,,171.8285,shark,0
10796,10796,0.43925607383306603,0.856203398805919,,336.7691,buoy1,0
10797,10797,0.6077625871223767,0.6794579108095746,,310.484,whale,1
10798,10798,0.8552607024212258,0.6681266188065871,,104.2721,buoy2,0
10799,10799,0.3678557489269175,0.7917225393691094,,9.5916,boat2,0
10800,10800,0.44590529093515363,0.5908206975384359,,155.7806,shark,0
10801,10801,0.9344515553945241,0.7344402563703146,,161.6326,dolphin,0
10802,10802,0.40587747352662457,0.747194859079932,,120.3527,buoy2,0
10803,10803,0.3844042856146977,0.6426639679719459,,110.713,orca,0
10804,10804,0.7118732273976401,0.642451656926881,,351.8213,shark,0
10805,10805,1.0785232965642404,0.8261607293527596,,134.648,buoy2,0
10806,10806,0.619332057813153,0.6724912647891226,,217.1786,wubby,0
10807,10807,0.593567336435246,0.6301632610941986,,264.0226,whale,1
